"id","codigo","opc","categoria","sub_categoria","descricao","restrito_sexo","campos_rad","estadio","repete_rad"
12155,"X481",,"N","S","X48.1 Habitacao coletiva","5","000","N","N"
12156,"X482",,"N","S","X48.2 Escolas outr instit areas admin publica","5","000","N","N"
12157,"X483",,"N","S","X48.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12158,"X484",,"N","S","X48.4 Rua e estrada","5","000","N","N"
12159,"X485",,"N","S","X48.5 Areas de comercio e de servicos","5","000","N","N"
12160,"X486",,"N","S","X48.6 Areas industriais e em construcao","5","000","N","N"
12161,"X487",,"N","S","X48.7 Fazenda","5","000","N","N"
12162,"X488",,"N","S","X48.8 Outr locais espec","5","000","N","N"
12163,"X489",,"N","S","X48.9 Local NE","5","000","N","N"
12164,"X49",,"S","N","X49   Envenen acid outr subst quim nocivas e as NE","5","000","N","N"
12165,"X490",,"N","S","X49.0 Residencia","5","000","N","N"
12166,"X491",,"N","S","X49.1 Habitacao coletiva","5","000","N","N"
12167,"X492",,"N","S","X49.2 Escolas outr instit areas admin publica","5","000","N","N"
12168,"X493",,"N","S","X49.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12169,"X494",,"N","S","X49.4 Rua e estrada","5","000","N","N"
12170,"X495",,"N","S","X49.5 Areas de comercio e de servicos","5","000","N","N"
12171,"X496",,"N","S","X49.6 Areas industriais e em construcao","5","000","N","N"
12172,"X497",,"N","S","X49.7 Fazenda","5","000","N","N"
12173,"X498",,"N","S","X49.8 Outr locais espec","5","000","N","N"
12174,"X499",,"N","S","X49.9 Local NE","5","000","N","N"
12175,"X50",,"S","N","X50   Excesso exerc movim vigorosos ou repetitivos","5","000","N","N"
12176,"X500",,"N","S","X50.0 Residencia","5","000","N","N"
12177,"X501",,"N","S","X50.1 Habitacao coletiva","5","000","N","N"
12178,"X502",,"N","S","X50.2 Escolas outr instit areas admin publica","5","000","N","N"
12179,"X503",,"N","S","X50.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12180,"X504",,"N","S","X50.4 Rua e estrada","5","000","N","N"
12181,"X505",,"N","S","X50.5 Areas de comercio e de servicos","5","000","N","N"
12182,"X506",,"N","S","X50.6 Areas industriais e em construcao","5","000","N","N"
12183,"X507",,"N","S","X50.7 Fazenda","5","000","N","N"
12184,"X508",,"N","S","X50.8 Outr locais espec","5","000","N","N"
12185,"X509",,"N","S","X50.9 Local NE","5","000","N","N"
12186,"X51",,"S","N","X51   Viagem e movimento","5","000","N","N"
12187,"X510",,"N","S","X51.0 Residencia","5","000","N","N"
12188,"X511",,"N","S","X51.1 Habitacao coletiva","5","000","N","N"
12189,"X512",,"N","S","X51.2 Escolas outr instit areas admin publica","5","000","N","N"
12190,"X513",,"N","S","X51.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12191,"X514",,"N","S","X51.4 Rua e estrada","5","000","N","N"
12192,"X515",,"N","S","X51.5 Areas de comercio e de servicos","5","000","N","N"
12193,"X516",,"N","S","X51.6 Areas industriais e em construcao","5","000","N","N"
12194,"X517",,"N","S","X51.7 Fazenda","5","000","N","N"
12195,"X518",,"N","S","X51.8 Outr locais espec","5","000","N","N"
12196,"X519",,"N","S","X51.9 Local NE","5","000","N","N"
12197,"X52",,"S","N","X52   Estadia prolongada ambiente agravitacional","5","000","N","N"
12198,"X520",,"N","S","X52.0 Residencia","5","000","N","N"
12199,"X521",,"N","S","X52.1 Habitacao coletiva","5","000","N","N"
12200,"X522",,"N","S","X52.2 Escolas outr instit areas admin publica","5","000","N","N"
12201,"X523",,"N","S","X52.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12202,"X524",,"N","S","X52.4 Rua e estrada","5","000","N","N"
12203,"X525",,"N","S","X52.5 Areas de comercio e de servicos","5","000","N","N"
12204,"X526",,"N","S","X52.6 Areas industriais e em construcao","5","000","N","N"
12205,"X527",,"N","S","X52.7 Fazenda","5","000","N","N"
12206,"X528",,"N","S","X52.8 Outr locais espec","5","000","N","N"
12207,"X529",,"N","S","X52.9 Local NE","5","000","N","N"
12208,"X53",,"S","N","X53   Falta de alimento","5","000","N","N"
12209,"X530",,"N","S","X53.0 Residencia","5","000","N","N"
12210,"X531",,"N","S","X53.1 Habitacao coletiva","5","000","N","N"
12211,"X532",,"N","S","X53.2 Escolas outr instit areas admin publica","5","000","N","N"
12212,"X533",,"N","S","X53.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12213,"X534",,"N","S","X53.4 Rua e estrada","5","000","N","N"
12214,"X535",,"N","S","X53.5 Areas de comercio e de servicos","5","000","N","N"
12215,"X536",,"N","S","X53.6 Areas industriais e em construcao","5","000","N","N"
12216,"X537",,"N","S","X53.7 Fazenda","5","000","N","N"
12217,"X538",,"N","S","X53.8 Outr locais espec","5","000","N","N"
12218,"X539",,"N","S","X53.9 Local NE","5","000","N","N"
12219,"X54",,"S","N","X54   Falta de agua","5","000","N","N"
12220,"X540",,"N","S","X54.0 Residencia","5","000","N","N"
12221,"X541",,"N","S","X54.1 Habitacao coletiva","5","000","N","N"
12222,"X542",,"N","S","X54.2 Escolas outr instit areas admin publica","5","000","N","N"
12223,"X543",,"N","S","X54.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12224,"X544",,"N","S","X54.4 Rua e estrada","5","000","N","N"
12225,"X545",,"N","S","X54.5 Areas de comercio e de servicos","5","000","N","N"
12226,"X546",,"N","S","X54.6 Areas industriais e em construcao","5","000","N","N"
12227,"X547",,"N","S","X54.7 Fazenda","5","000","N","N"
12228,"X548",,"N","S","X54.8 Outr locais espec","5","000","N","N"
12229,"X549",,"N","S","X54.9 Local NE","5","000","N","N"
12230,"X57",,"S","N","X57   Privacao NE","5","000","N","N"
12231,"X570",,"N","S","X57.0 Residencia","5","000","N","N"
12232,"X571",,"N","S","X57.1 Habitacao coletiva","5","000","N","N"
12233,"X572",,"N","S","X57.2 Escolas outr instit areas admin publica","5","000","N","N"
12234,"X573",,"N","S","X57.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12235,"X574",,"N","S","X57.4 Rua e estrada","5","000","N","N"
12236,"X575",,"N","S","X57.5 Areas de comercio e de servicos","5","000","N","N"
12237,"X576",,"N","S","X57.6 Areas industriais e em construcao","5","000","N","N"
12238,"X577",,"N","S","X57.7 Fazenda","5","000","N","N"
12239,"X578",,"N","S","X57.8 Outr locais espec","5","000","N","N"
12240,"X579",,"N","S","X57.9 Local NE","5","000","N","N"
12241,"X58",,"S","N","X58   Exposicao a outr fatores espec","5","000","N","N"
12242,"X580",,"N","S","X58.0 Residencia","5","000","N","N"
12243,"X581",,"N","S","X58.1 Habitacao coletiva","5","000","N","N"
12244,"X582",,"N","S","X58.2 Escolas outr instit areas admin publica","5","000","N","N"
12245,"X583",,"N","S","X58.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12246,"X584",,"N","S","X58.4 Rua e estrada","5","000","N","N"
12247,"X585",,"N","S","X58.5 Areas de comercio e de servicos","5","000","N","N"
12248,"X586",,"N","S","X58.6 Areas industriais e em construcao","5","000","N","N"
12249,"X587",,"N","S","X58.7 Fazenda","5","000","N","N"
12250,"X588",,"N","S","X58.8 Outr locais espec","5","000","N","N"
12251,"X589",,"N","S","X58.9 Local NE","5","000","N","N"
12252,"X59",,"S","N","X59   Exposicao a fatores NE","5","000","N","N"
12253,"X590",,"N","S","X59.0 Residencia","5","000","N","N"
12254,"X591",,"N","S","X59.1 Habitacao coletiva","5","000","N","N"
12255,"X592",,"N","S","X59.2 Escolas outr instit areas admin publica","5","000","N","N"
12256,"X593",,"N","S","X59.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12257,"X594",,"N","S","X59.4 Rua e estrada","5","000","N","N"
12258,"X595",,"N","S","X59.5 Areas de comercio e de servicos","5","000","N","N"
12259,"X596",,"N","S","X59.6 Areas industriais e em construcao","5","000","N","N"
12260,"X597",,"N","S","X59.7 Fazenda","5","000","N","N"
12261,"X598",,"N","S","X59.8 Outr locais espec","5","000","N","N"
12262,"X599",,"N","S","X59.9 Local NE","5","000","N","N"
12263,"X60",,"S","N","X60   Auto-int int analg antipir anti-reum n-opiac","5","000","N","N"
12264,"X600",,"N","S","X60.0 Residencia","5","000","N","N"
12265,"X601",,"N","S","X60.1 Habitacao coletiva","5","000","N","N"
12266,"X602",,"N","S","X60.2 Escolas outr instit areas admin publica","5","000","N","N"
12267,"X603",,"N","S","X60.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12268,"X604",,"N","S","X60.4 Rua e estrada","5","000","N","N"
12269,"X605",,"N","S","X60.5 Areas de comercio e de servicos","5","000","N","N"
12270,"X606",,"N","S","X60.6 Areas industriais e em construcao","5","000","N","N"
12271,"X607",,"N","S","X60.7 Fazenda","5","000","N","N"
12272,"X608",,"N","S","X60.8 Outr locais espec","5","000","N","N"
12273,"X609",,"N","S","X60.9 Local NE","5","000","N","N"
12274,"X61",,"S","N","X61   Auto-int int a-conv sed hip a-park psic NCOP","5","000","N","N"
12275,"X610",,"N","S","X61.0 Residencia","5","000","N","N"
12276,"X611",,"N","S","X61.1 Habitacao coletiva","5","000","N","N"
12277,"X612",,"N","S","X61.2 Escolas outr instit areas admin publica","5","000","N","N"
12278,"X613",,"N","S","X61.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12279,"X614",,"N","S","X61.4 Rua e estrada","5","000","N","N"
12280,"X615",,"N","S","X61.5 Areas de comercio e de servicos","5","000","N","N"
12281,"X616",,"N","S","X61.6 Areas industriais e em construcao","5","000","N","N"
12282,"X617",,"N","S","X61.7 Fazenda","5","000","N","N"
12283,"X618",,"N","S","X61.8 Outr locais espec","5","000","N","N"
12284,"X619",,"N","S","X61.9 Local NE","5","000","N","N"
12285,"X62",,"S","N","X62   Auto-intox intenc narcot psicodislept NCOP","5","000","N","N"
12286,"X620",,"N","S","X62.0 Residencia","5","000","N","N"
12287,"X621",,"N","S","X62.1 Habitacao coletiva","5","000","N","N"
12288,"X622",,"N","S","X62.2 Escolas outr instit areas admin publica","5","000","N","N"
12289,"X623",,"N","S","X62.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12290,"X624",,"N","S","X62.4 Rua e estrada","5","000","N","N"
12291,"X625",,"N","S","X62.5 Areas de comercio e de servicos","5","000","N","N"
12292,"X626",,"N","S","X62.6 Areas industriais e em construcao","5","000","N","N"
12293,"X627",,"N","S","X62.7 Fazenda","5","000","N","N"
12294,"X628",,"N","S","X62.8 Outr locais espec","5","000","N","N"
12295,"X629",,"N","S","X62.9 Local NE","5","000","N","N"
12296,"X63",,"S","N","X63   Auto-int int outr subst farm sist nerv auton","5","000","N","N"
12297,"X630",,"N","S","X63.0 Residencia","5","000","N","N"
12298,"X631",,"N","S","X63.1 Habitacao coletiva","5","000","N","N"
12299,"X632",,"N","S","X63.2 Escolas outr instit areas admin publica","5","000","N","N"
12300,"X633",,"N","S","X63.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12301,"X634",,"N","S","X63.4 Rua e estrada","5","000","N","N"
12302,"X635",,"N","S","X63.5 Areas de comercio e de servicos","5","000","N","N"
12303,"X636",,"N","S","X63.6 Areas industriais e em construcao","5","000","N","N"
12304,"X637",,"N","S","X63.7 Fazenda","5","000","N","N"
12305,"X638",,"N","S","X63.8 Outr locais espec","5","000","N","N"
12306,"X639",,"N","S","X63.9 Local NE","5","000","N","N"
12307,"X64",,"S","N","X64   Auto-int intenc out drog med subst biolog NE","5","000","N","N"
12308,"X640",,"N","S","X64.0 Residencia","5","000","N","N"
12309,"X641",,"N","S","X64.1 Habitacao coletiva","5","000","N","N"
12310,"X642",,"N","S","X64.2 Escolas outr instit areas admin publica","5","000","N","N"
12311,"X643",,"N","S","X64.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12312,"X644",,"N","S","X64.4 Rua e estrada","5","000","N","N"
12313,"X645",,"N","S","X64.5 Areas de comercio e de servicos","5","000","N","N"
12314,"X646",,"N","S","X64.6 Areas industriais e em construcao","5","000","N","N"
12315,"X647",,"N","S","X64.7 Fazenda","5","000","N","N"
12316,"X648",,"N","S","X64.8 Outr locais espec","5","000","N","N"
12317,"X649",,"N","S","X64.9 Local NE","5","000","N","N"
12318,"X65",,"S","N","X65   Auto-intox voluntaria p/alcool","5","000","N","N"
12319,"X650",,"N","S","X65.0 Residencia","5","000","N","N"
12320,"X651",,"N","S","X65.1 Habitacao coletiva","5","000","N","N"
12321,"X652",,"N","S","X65.2 Escolas outr instit areas admin publica","5","000","N","N"
12322,"X653",,"N","S","X65.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12323,"X654",,"N","S","X65.4 Rua e estrada","5","000","N","N"
12324,"X655",,"N","S","X65.5 Areas de comercio e de servicos","5","000","N","N"
12325,"X656",,"N","S","X65.6 Areas industriais e em construcao","5","000","N","N"
12326,"X657",,"N","S","X65.7 Fazenda","5","000","N","N"
12327,"X658",,"N","S","X65.8 Outr locais espec","5","000","N","N"
12328,"X659",,"N","S","X65.9 Local NE","5","000","N","N"
12329,"X66",,"S","N","X66   Auto-int int solv org hidrocarb halog vapor","5","000","N","N"
12330,"X660",,"N","S","X66.0 Residencia","5","000","N","N"
12331,"X661",,"N","S","X66.1 Habitacao coletiva","5","000","N","N"
12332,"X662",,"N","S","X66.2 Escolas outr instit areas admin publica","5","000","N","N"
12333,"X663",,"N","S","X66.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12334,"X664",,"N","S","X66.4 Rua e estrada","5","000","N","N"
12335,"X665",,"N","S","X66.5 Areas de comercio e de servicos","5","000","N","N"
12336,"X666",,"N","S","X66.6 Areas industriais e em construcao","5","000","N","N"
12337,"X667",,"N","S","X66.7 Fazenda","5","000","N","N"
12338,"X668",,"N","S","X66.8 Outr locais espec","5","000","N","N"
12339,"X669",,"N","S","X66.9 Local NE","5","000","N","N"
12340,"X67",,"S","N","X67   Auto-intox intenc p/outr gases e vapores","5","000","N","N"
12341,"X670",,"N","S","X67.0 Residencia","5","000","N","N"
12342,"X671",,"N","S","X67.1 Habitacao coletiva","5","000","N","N"
12343,"X672",,"N","S","X67.2 Escolas outr instit areas admin publica","5","000","N","N"
12344,"X673",,"N","S","X67.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12345,"X674",,"N","S","X67.4 Rua e estrada","5","000","N","N"
12346,"X675",,"N","S","X67.5 Areas de comercio e de servicos","5","000","N","N"
12347,"X676",,"N","S","X67.6 Areas industriais e em construcao","5","000","N","N"
12348,"X677",,"N","S","X67.7 Fazenda","5","000","N","N"
12349,"X678",,"N","S","X67.8 Outr locais espec","5","000","N","N"
12350,"X679",,"N","S","X67.9 Local NE","5","000","N","N"
12351,"X68",,"S","N","X68   Auto-intox intenc a pesticidas","5","000","N","N"
12352,"X680",,"N","S","X68.0 Residencia","5","000","N","N"
12353,"X681",,"N","S","X68.1 Habitacao coletiva","5","000","N","N"
12354,"X682",,"N","S","X68.2 Escolas outr instit areas admin publica","5","000","N","N"
12355,"X683",,"N","S","X68.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12356,"X684",,"N","S","X68.4 Rua e estrada","5","000","N","N"
12357,"X685",,"N","S","X68.5 Areas de comercio e de servicos","5","000","N","N"
12358,"X686",,"N","S","X68.6 Areas industriais e em construcao","5","000","N","N"
12359,"X687",,"N","S","X68.7 Fazenda","5","000","N","N"
12360,"X688",,"N","S","X68.8 Outr locais espec","5","000","N","N"
12361,"X689",,"N","S","X68.9 Local NE","5","000","N","N"
12362,"X69",,"S","N","X69   Auto-int intenc outr prod quim subst noc NE","5","000","N","N"
12363,"X690",,"N","S","X69.0 Residencia","5","000","N","N"
12364,"X691",,"N","S","X69.1 Habitacao coletiva","5","000","N","N"
12365,"X692",,"N","S","X69.2 Escolas outr instit areas admin publica","5","000","N","N"
12366,"X693",,"N","S","X69.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12367,"X694",,"N","S","X69.4 Rua e estrada","5","000","N","N"
12368,"X695",,"N","S","X69.5 Areas de comercio e de servicos","5","000","N","N"
12369,"X696",,"N","S","X69.6 Areas industriais e em construcao","5","000","N","N"
12370,"X697",,"N","S","X69.7 Fazenda","5","000","N","N"
12371,"X698",,"N","S","X69.8 Outr locais espec","5","000","N","N"
12372,"X699",,"N","S","X69.9 Local NE","5","000","N","N"
12373,"X70",,"S","N","X70   Lesao autoprov intenc enforc estrang sufoc","5","000","N","N"
12374,"X700",,"N","S","X70.0 Residencia","5","000","N","N"
12375,"X701",,"N","S","X70.1 Habitacao coletiva","5","000","N","N"
12376,"X702",,"N","S","X70.2 Escolas outr instit areas admin publica","5","000","N","N"
12377,"X703",,"N","S","X70.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12378,"X704",,"N","S","X70.4 Rua e estrada","5","000","N","N"
12379,"X705",,"N","S","X70.5 Areas de comercio e de servicos","5","000","N","N"
12380,"X706",,"N","S","X70.6 Areas industriais e em construcao","5","000","N","N"
12381,"X707",,"N","S","X70.7 Fazenda","5","000","N","N"
12382,"X708",,"N","S","X70.8 Outr locais espec","5","000","N","N"
12383,"X709",,"N","S","X70.9 Local NE","5","000","N","N"
12384,"X71",,"S","N","X71   Lesao autoprov intenc p/afogamento submersao","5","000","N","N"
12385,"X710",,"N","S","X71.0 Residencia","5","000","N","N"
12386,"X711",,"N","S","X71.1 Habitacao coletiva","5","000","N","N"
12387,"X712",,"N","S","X71.2 Escolas outr instit areas admin publica","5","000","N","N"
12388,"X713",,"N","S","X71.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12389,"X714",,"N","S","X71.4 Rua e estrada","5","000","N","N"
12390,"X715",,"N","S","X71.5 Areas de comercio e de servicos","5","000","N","N"
12391,"X716",,"N","S","X71.6 Areas industriais e em construcao","5","000","N","N"
12392,"X717",,"N","S","X71.7 Fazenda","5","000","N","N"
12393,"X718",,"N","S","X71.8 Outr locais espec","5","000","N","N"
12394,"X719",,"N","S","X71.9 Local NE","5","000","N","N"
12395,"X72",,"S","N","X72   Lesao autoprov intenc disp arma fogo de mao","5","000","N","N"
12396,"X720",,"N","S","X72.0 Residencia","5","000","N","N"
12397,"X721",,"N","S","X72.1 Habitacao coletiva","5","000","N","N"
12398,"X722",,"N","S","X72.2 Escolas outr instit areas admin publica","5","000","N","N"
12399,"X723",,"N","S","X72.3 Area p/a pratica de esportes e atletismo","5","000","N","N"
12400,"X724",,"N","S","X72.4 Rua e estrada","5","000","N","N"
12401,"X725",,"N","S","X72.5 Areas de comercio e de servicos","5","000","N","N"
